block,cond_file,ready_msg,fdbk_msg,pair,allowed,correct,state,position,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,rdy_key_resp.keys,rdy_key_resp.rt,trial_key_resp.keys,trial_key_resp.corr,trial_key_resp.rt,trial_key_resp.started,trial_key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",4A,fjdk,k,BottomLeft,"[-0.3, -0.3]",0,2,2,2,0,27,27,27,,,k,1,0.044991818998823874,73.72757154000283,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",5R,fjdk,f,TopLeft,"[-0.3, 0.3]",0,2,2,2,0,28,28,28,,,d,0,0.02748864000022877,73.84514201300044,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",5K,fjdk,f,TopRight,"[0.3, 0.3]",0,2,2,2,0,29,29,29,,,k,0,0.0595729840133572,73.94495828000072,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",3I,fjdk,k,BottomRight,"[0.3, -0.3]",0,2,2,2,0,30,30,30,,,d,0,0.008455264003714547,74.07807953099837,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",5M,fjdk,d,BottomLeft,"[-0.3, -0.3]",0,2,2,2,0,31,31,31,,,k,0,0.08248404299956746,74.16185245799716,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",3E,fjdk,f,TopLeft,"[-0.3, 0.3]",0,2,2,2,0,32,32,32,,,d,0,0.02252506700460799,None,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",4I,fjdk,j,TopRight,"[0.3, 0.3]",0,2,2,2,0,33,33,33,,,k,0,0.04838854700210504,74.37515444500605,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",2E,fjdk,k,BottomRight,"[0.3, -0.3]",0,2,2,2,0,34,34,34,,,d,0,0.020651598009862937,74.49490208200586,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",3G,fjdk,d,BottomLeft,"[-0.3, -0.3]",0,2,2,2,0,35,35,35,,,k,0,0.028252239993889816,74.59526224700676,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",4E,fjdk,j,TopLeft,"[-0.3, 0.3]",0,2,2,2,0,36,36,36,,,d,0,0.060788478003814816,74.6947509199963,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",3U,fjdk,f,TopRight,"[0.3, 0.3]",0,2,2,2,0,37,37,37,,,k,0,0.03541694299201481,74.82806118999724,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",3R,fjdk,d,BottomRight,"[0.3, -0.3]",0,2,2,2,0,38,38,38,,,d,1,0.04269607100286521,74.94492207100848,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",8I,fjdk,k,BottomLeft,"[-0.3, -0.3]",0,2,2,2,0,39,39,39,,,k,1,0.04562110798724461,75.06190714699915,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",2A,fjdk,j,TopLeft,"[-0.3, 0.3]",0,2,2,2,0,40,40,40,,,d,0,0.033018738991813734,75.17829767000512,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",8A,fjdk,j,TopRight,"[0.3, 0.3]",0,2,2,2,0,41,41,41,,,k,0,0.0035072610044153407,75.31197117299598,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",9G,fjdk,d,BottomRight,"[0.3, -0.3]",0,2,2,2,0,42,42,42,,,d,1,-0.005283122009132057,75.39682631200412,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",4K,fjdk,d,BottomLeft,"[-0.3, -0.3]",0,2,2,2,0,43,43,43,,,k,0,0.04629372799536213,75.46517291200871,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",1U,fjdk,f,TopLeft,"[-0.3, 0.3]",0,2,2,2,0,44,44,44,,,d,0,0.04888606601161882,75.5946620550094,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",8G,fjdk,j,TopRight,"[0.3, 0.3]",0,2,2,2,0,45,45,45,,,k,0,0.0766814820090076,75.7425900369999,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",7R,fjdk,d,BottomRight,"[0.3, -0.3]",0,2,2,2,0,46,46,46,,,d,1,0.02379209299397189,None,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",1K,fjdk,d,BottomLeft,"[-0.3, -0.3]",0,2,2,2,0,47,47,47,,,k,0,0.04140732000814751,75.97588898600952,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",5E,fjdk,f,TopLeft,"[-0.3, 0.3]",0,2,2,2,0,48,48,48,,,d,0,-0.03698903300391976,76.14231939399906,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",7E,fjdk,f,TopRight,"[0.3, 0.3]",0,2,2,2,0,49,49,49,,,k,0,-0.021052633004728705,76.24253563700768,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",2M,fjdk,d,BottomRight,"[0.3, -0.3]",0,2,2,2,0,50,50,50,,,d,1,0.04422172599879559,76.30925128700619,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",9A,fjdk,k,BottomLeft,"[-0.3, -0.3]",0,2,2,2,0,51,51,51,,,k,1,0.03860742899996694,76.45887662700261,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",4G,fjdk,j,TopLeft,"[-0.3, 0.3]",0,2,2,2,0,52,52,52,,,d,0,0.025091703006182797,76.60917372700351,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",4U,fjdk,j,TopRight,"[0.3, 0.3]",0,2,2,2,0,53,53,53,,,k,0,0.03669583599548787,76.72570957700373,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",9M,fjdk,d,BottomRight,"[0.3, -0.3]",0,2,2,2,0,54,54,54,,,d,1,0.6019507710007019,76.85928432299988,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",6U,fjdk,k,BottomLeft,"[-0.3, -0.3]",0,2,2,2,0,55,55,55,,,f,0,0.05738757298968267,77.54392563999863,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",9R,fjdk,f,TopLeft,"[-0.3, 0.3]",0,2,2,2,0,56,56,56,,,d,0,0.035873068001819775,77.67742900199664,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",7U,fjdk,f,TopRight,"[0.3, 0.3]",0,2,2,2,0,57,57,57,,,f,1,0.03823655100131873,77.79516692100151,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",1I,fjdk,k,BottomRight,"[0.3, -0.3]",0,2,2,2,0,58,58,58,,,d,0,0.01764451000781264,77.91157637600554,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",9K,fjdk,d,BottomLeft,"[-0.3, -0.3]",0,2,2,2,0,59,59,59,,,f,0,0.01407137099886313,78.01120121999702,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",4M,fjdk,j,TopLeft,"[-0.3, 0.3]",0,2,2,2,0,60,60,60,,,d,0,0.05459424399305135,78.09476911800448,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",6K,fjdk,j,TopRight,"[0.3, 0.3]",0,2,2,2,0,61,61,61,,,f,0,0.10554026000318117,78.22787680701003,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",3A,fjdk,k,BottomRight,"[0.3, -0.3]",0,2,2,2,0,62,62,62,,,d,0,0.01699510899197776,None,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",6G,fjdk,d,BottomLeft,"[-0.3, -0.3]",0,2,2,2,0,63,63,63,,,f,0,0.01925598201341927,78.45794704300351,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",7G,fjdk,f,TopLeft,"[-0.3, 0.3]",0,2,2,2,0,64,64,64,,,d,0,0.012924815993756056,78.56045221899694,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
3,NLT_Block_3.xlsx,"If the pair appears in the top half…
        Decide if the number is odd or even.

If the pair appears in the bottom half…
        Decide if the letter is a consonant or a vowel. 

Respond by pressing 
        F if the number is odd            D if the letter is a consonant 
        J if the number is even           K if the letter is a vowel

Press SPACE to begin.","Good work! 

You’ve finished this task.

Press SPACE to continue.",2I,fjdk,j,TopRight,"[0.3, 0.3]",0,2,2,2,0,65,65,65,,,f,0,0.04154445500171278,78.64379105600528,None,1,001,2019_Aug_27_1123,Number_Letter_Task,3.1.5,60.05941184835261,
